lat,lon,alt
32.88119341666666883839,-117.23333371666666380406,72.40100000000001045919
32.88119076666666984465,-117.23333035000000279524,72.39699999999997714895
32.88118645000000128675,-117.23332561666666151723,72.42100000000000648015
32.88118108333333111659,-117.23332153333332428247,72.44999999999998863132
32.88117538333333556011,-117.23331893333332232032,72.42799999999999727152
32.88116931666666431511,-117.23331829999999342817,72.44900000000001227818
32.88116325000000017553,-117.23332086666667350983,72.43600000000000704858
32.88115873333333638584,-117.23332609999999931460,72.42199999999999704414
32.88115593333333208648,-117.23333163333332151979,72.45399999999999351985
32.88115421666666549072,-117.23333806666666134788,72.50200000000000954969
32.88115548333333038045,-117.23334526666666022265,72.50000000000000000000
32.88115884999999849470,-117.23335199999999645115,72.34999999999999431566
32.88116271666666534657,-117.23336161666668431280,72.39400000000000545697
32.88116906666666494630,-117.23336818333334008457,72.38300000000000977707
32.88117796666666947658,-117.23336783333331823087,72.48300000000000409273
32.88118633333333207247,-117.23336123333332636776,72.41100000000000136424
32.88119193333333356577,-117.23335321666668562557,72.43200000000001637090
32.88119313333333337823,-117.23334243333331983195,72.39400000000000545697
32.88118868333333466580,-117.23333371666666380406,72.42199999999999704414
